cinema_name,street,suburb,postcode,cinema_type,latitude,longitude,state
C. R. Baillie,nan,Heywood,3304,Touring Circuit,-38.133272999999996,141.62979199999998,VIC
Pictures,nan,Heywood,3304,Indoor Cinema,-38.131,141.63,VIC
Public Hall,nan,Port Arlington,3223,Indoor Cinema,-38.115,144.651,VIC
Lawrence Bros. Talkies,nan,Longwarry,3816,Touring Circuit,-38.112155,145.77078400000002,VIC
S. Auty,nan,Longwarry,3816,Touring Circuit,-38.1113,145.769296,VIC
Cook & Baillie,nan,Hawkesdale,3287,Touring Circuit,-38.111105,142.32257099999998,VIC
Village,Ballarat Road,Bell Post Hill,3220,Drive-In,-38.110447,144.325601,VIC
Prince Regent,nan,Sale,3850,Indoor Cinema,-38.109,147.06799999999998,VIC
Pictures,nan,Hawkesdale,3287,Indoor Cinema,-38.107,142.322,VIC
Seaford,Station Street,Seaford,3198,Indoor Cinema,-38.10346,145.127226,VIC
A. J. J. Bateman,nan,Inverleigh,3321,Touring Circuit,-38.10165,144.05182,VIC
Touring,Corner of Main Street and George Street,Bunyip,3815,Indoor Cinema,-38.098440999999994,145.72165,VIC
Lawrence Bros. Talkies,nan,Bunyip,3815,Touring Circuit,-38.097528000000004,145.721754,VIC
Garfield,Main Street,Garfield,3814,Indoor Cinema,-38.092943,145.679849,VIC
Talkies,nan,Tynong,3813,Indoor Cinema,-38.085,145.625,VIC
Talkies,nan,Mortlake,3272,Indoor Cinema,-38.080999999999996,142.808,VIC
Pakenham,Main Street,Pakenham,3810,Indoor Cinema,-38.078494,145.482792,VIC
Plaza,437 Nepean Highway,Chelsea,3196,Indoor Cinema,-38.054158,145.116414,VIC
Institute,nan,Port MacDonnell,5291,Indoor Cinema,-38.053413,140.702423,SA
Unity,256 Nepean Highway,Edithvale,3196,Indoor Cinema,-38.037936,145.107898,VIC
Cook & Baillie,nan,Macarthur,3286,Touring Circuit,-38.03411,142.000959,VIC
A. J. C. Bateman,nan,Cressy,3322,Touring Circuit,-38.030848999999996,143.634223,VIC
Public Hall,nan,Lara Lake,3212,Indoor Cinema,-38.030224,144.395127,VIC
S. Auty,nan,Jindivik North,3818,Touring Circuit,-38.02714,145.89933,VIC
Begg & Troughton,nan,Lara,3212,Indoor Cinema,-38.023592,144.40786599999998,VIC
Mechanics,nan,Neerim South,3831,Indoor Cinema,-38.016824,145.954097,VIC
Lawrence Bros. Talkies,nan,Neerim South,3831,Touring Circuit,-38.016588,145.954623,VIC
S. Auty,nan,Neerim South,3831,Touring Circuit,-38.016047,145.95480700000002,VIC
J. H.Lindsay,nan,Cowwarr,3857,Touring Circuit,-38.014139,146.696239,VIC
Regent,536 Main Street,Mordialloc,3195,Indoor Cinema,-38.0057655,145.0856897,VIC
Gala,151 Thomas Street,Dandenong,3175,Indoor Cinema,-37.988834999999995,145.21245,VIC
Boomerang,170 Thomas Street,Dandenong,3175,Indoor Cinema,-37.988556,145.213037,VIC
Panoramic,Corner of McCrae andWalker Street,Dandenong,3175,Drive-In,-37.987017,145.216547,VIC
Mentone,10 Brindisi Street,Mentone,3194,Indoor Cinema,-37.984194,145.061653,VIC
Mechanics,nan,Heyfield,3858,Indoor Cinema,-37.982788,146.786525,VIC
J. H.Lindsay,nan,Heyfield,3858,Touring Circuit,-37.982546,146.784946,VIC
New Mentone,188 Nepean Highway,Mentone,3194,Indoor Cinema,-37.982253,145.0715135,VIC
Pictures,Main Street,Berwick,3806,Indoor Cinema,-37.980314,145.316691,VIC
Lawrence Bros. Talkies,nan,Erica,3825,Touring Circuit,-37.974794,146.37180800000002,VIC
Paramount,nan,Maffra,3860,Indoor Cinema,-37.967,146.975,VIC
Noble Park,18-34 Buckley Street,Noble Park,3174,Indoor Cinema,-37.966871999999995,145.174222,VIC
Public Hall,nan,Stratford,3862,Indoor Cinema,-37.966174,147.08058300000002,VIC
N. V. Teychenne,nan,Stratford,3862,Touring Circuit,-37.966171,147.08058,VIC
J. H.Lindsay,nan,Stratford,3862,Touring Circuit,-37.966167999999996,147.080577,VIC
Al Hewat,nan,Stratford,3862,Touring Circuit,-37.966165000000004,147.080574,VIC
A. & D. Sandilands,nan,Stratford,3862,Touring Circuit,-37.966162,147.080571,VIC
A. J. J. Bateman,nan,Little River,3211,Touring Circuit,-37.963158,144.500565,VIC
Sandringham,Tulip Street,Sandringham,3191,Drive-In,-37.962703000000005,145.02550349999999,VIC
Memorial,1261 Nepean Highway,Cheltenham,3192,Indoor Cinema,-37.961742,145.05547099999998,VIC
Cook & Baillie,nan,Caramut,3274,Touring Circuit,-37.95861,142.519147,VIC
Plaza,nan,Lismore,3324,Indoor Cinema,-37.954,143.344,VIC
R. R. Johnstone,nan,Gembrook,3783,Touring Circuit,-37.953037,145.55338500000002,VIC
Progress Hall,nan,Gembrook,3783,Indoor Cinema,-37.952836,145.551884,VIC
Byaduck,nan,Byaduck,3301,Indoor Cinema,-37.952,141.988,VIC
Roxy,26 Bay Road,Sandringham,3191,Indoor Cinema,-37.951989000000005,145.004731,VIC
Springvale,264 Springvale Road,Springvale,3171,Indoor Cinema,-37.950938,145.152219,VIC
Coronet,310 Highett Road,Highett,3190,Indoor Cinema,-37.949076,145.043352,VIC
Regent,nan,Derinallum,3325,Indoor Cinema,-37.949,143.22,VIC
Highett,310 Highett Road,Highett,3190,Indoor Cinema,-37.948845,145.042847,VIC
Village,Keys Road,Moorabbin,3186,Drive-In,-37.948728,145.067971,VIC
Public Hall,nan,Winnap,3304,Indoor Cinema,-37.945,141.31799999999998,VIC
Lawrence Bros. Talkies,nan,Walhalla,3825,Touring Circuit,-37.941675,146.4516,VIC
Southern,357 Hampton Street,Hampton,3188,Indoor Cinema,-37.937144,145.002364,VIC
Public Hall,nan,Cockatoo,3781,Indoor Cinema,-37.936,145.491,VIC
Skyline Drive-In,Old Dandenong Road,Oakleigh South,3166,Drive-In,-37.9357842,145.0871746,VIC
Palais,26 Station Street,Werribee,3030,Indoor Cinema,-37.932921,144.57658,VIC
Public Hall,Main Street,Monbulk,3793,Indoor Cinema,-37.932071,145.441359,VIC
Touring,nan,Emerald,3782,Indoor Cinema,-37.931999999999995,145.441,VIC
J. H.Lindsay,nan,Newry,3859,Touring Circuit,-37.928452,146.88957299999998,VIC
Village,Corner of Stud and Wellington Roads,Rowville,3178,Drive-In,-37.928073,145.232931,VIC
S. Auty,nan,Neerim Junction,3832,Touring Circuit,-37.927471999999995,145.961616,VIC
Skyline,nan,Oakleigh South,3167,Drive-In,-37.925321000000004,145.091289,VIC
Progress Pics,Colby Drive,Belgrave Heights,3160,Indoor Cinema,-37.924144,145.352709,VIC
Cook & Baillie,nan,Wallacedale,3303,Touring Circuit,-37.923188,141.80323700000002,VIC
N. V. Teychenne,nan,Paynesville,3880,Touring Circuit,-37.919601,147.721701,VIC
Al Hewat,nan,Paynesville,3880,Touring Circuit,-37.919414,147.720989,VIC
Public Hall,nan,Paynesville,3880,Indoor Cinema,-37.919189,147.719233,VIC
A. & D. Sandilands,nan,Paynesville,3880,Touring Circuit,-37.919013,147.720236,VIC
J. H.Lindsay,nan,Paynesville,3880,Touring Circuit,-37.918440000000004,147.71838,VIC
Bentleigh,359 Centre Road,Bentleigh,3204,Indoor Cinema,-37.917972999999996,145.03616499999998,VIC
Metro,Corner of Blackburn Road and Wellington Road,Clayton,3168,Drive-In,-37.916154,145.14014699999998,VIC
Prince George,60 Church Street,Brighton,3186,Indoor Cinema,-37.914465,144.994699,VIC
Dendy,26�Church�Street,Brighton,3186,Indoor Cinema,-37.913092999999996,144.993379,VIC
Hall,nan,Upwey,3158,Indoor Cinema,-37.9049977,145.33272390000002,VIC
Plaza,600 North Road,Ormond,3204,Indoor Cinema,-37.904416,145.041752,VIC
Cameo,550 Monbulk Road,Belgrave,3160,Indoor Cinema,-37.90400089999999,145.35628400000002,VIC
Public Hall,Ferntree Gully Road,Glen Waverley,3150,Indoor Cinema,-37.90354,145.16141499999998,VIC
A. J. J. Bateman,nan,Rokewood,3330,Touring Circuit,-37.9001,143.718166,VIC
Plaza,43 Portman Street,Oakleigh,3166,Indoor Cinema,-37.899956,145.08942,VIC
Centre,nan,Brighton North,3186,Indoor Cinema,-37.898089,145.004803,VIC
Mayfair,nan,Gardenvale,3185,Indoor Cinema,-37.8974194,145.00534530000002,VIC
Loyalty,3 Rose Street,Ferntree Gully,3156,Indoor Cinema,-37.894151,145.310772,VIC
Noojee,nan,Noojee,3833,Indoor Cinema,-37.893572,145.999909,VIC
Lawrence Bros. Talkies,nan,Noojee,3833,Touring Circuit,-37.893390000000004,145.999155,VIC
S. Auty,nan,Noojee,3833,Touring Circuit,-37.89326,145.999616,VIC
Argosy,91 Murrumbeena Rd,Murrumbeena,3163,Indoor Cinema,-37.890921999999996,145.066156,VIC
Glenhuntly,1204 Glenhuntly Road,Glenhuntly,3163,Indoor Cinema,-37.889961,145.04398999999998,VIC
Paramount,59 Warrigal Road,Oakleigh,3166,Indoor Cinema,-37.8871093,145.0893656,VIC
Carnegie,60 Rosstown Road,Carnegie,3163,Indoor Cinema,-37.886292,145.056843,VIC
Broadway,145-149 Ormond Road,Elwood,3184,Indoor Cinema,-37.886054,144.989013,VIC
Renown,378 Glen Huntly Road,Elsternwick,3185,Indoor Cinema,-37.885257,145.00446599999998,VIC
Esquire,9 Gordon Street,Elsternwick,3185,Indoor Cinema,-37.884055,145.000824,VIC
J. H.Lindsay,nan,Boisdale,3860,Touring Circuit,-37.880398,146.987326,VIC
Camden,nan,Caulfield South,3162,Indoor Cinema,-37.880029,145.023271,VIC
Prince Regent,nan,Lakes Entrance,3909,Indoor Cinema,-37.879637,147.99156499999998,VIC
Verne,Waverley Road,Malvern East,3145,Indoor Cinema,-37.878235,145.06678,VIC
Waverley,nan,Caulfield East,3145,Indoor Cinema,-37.87797,145.06897800000002,VIC
Progress,271-274 Blackburn Road,Syndal,3150,Indoor Cinema,-37.877790999999995,145.147188,VIC
Crystal Palace,Dandenong Road,Caulfield,3162,Indoor Cinema,-37.876895000000005,145.046317,VIC
Waverley,92 Waverley Road,Malvern East,3145,Indoor Cinema,-37.876053999999996,145.047481,VIC
Hall,nan,Penshurst,3289,Indoor Cinema,-37.875149,142.290864,VIC
C. R. Baillie,nan,Penshurst,3289,Touring Circuit,-37.875,142.29,VIC
Strand,Queens Street,Altona,3018,Indoor Cinema,-37.869248999999996,144.83021100000002,VIC
Memorial Hall,88 Ackland Street,Saint Kilda,3182,Indoor Cinema,-37.867481,144.978983,VIC
Victory,20 Carlisle Street,Saint Kilda,3182,Indoor Cinema,-37.867257,144.981869,VIC
Empress,22 Garden Street,Williamstown,3016,Indoor Cinema,-37.866094,144.894158,VIC
New Malvern,1 Glenferrie Road,Malvern,3144,Indoor Cinema,-37.865798,145.027553,VIC
Palais,1 Lower Esplande,Saint Kilda,3182,Indoor Cinema,-37.86542,144.973432,VIC
Local Hall,nan,Powelltown,3797,Indoor Cinema,-37.863103,145.752673,VIC
R. R. Johnstone,nan,Powelltown,3797,Touring Circuit,-37.862922,145.7517,VIC
Civic,191 High Street,Ashburton,3147,Indoor Cinema,-37.862828,145.076238,VIC
S. Auty,nan,Powelltown,3797,Touring Circuit,-37.862764,145.750903,VIC
Lawrence Bros. Talkies,nan,Powellton,3797,Touring Circuit,-37.862625,145.750178,VIC
Mechanics,nan,Sassafras,3787,Indoor Cinema,-37.862528000000005,145.353984,VIC
Victory,133 Wattletree Road,Malvern,3144,Indoor Cinema,-37.8623,145.02909,VIC
Public Hall,nan,Laverton,3028,Indoor Cinema,-37.862015,144.769795,VIC
Electra,nan,Boronia,3155,Indoor Cinema,-37.861504,145.27576200000001,VIC
Shore,104 Ferguson Street,Williamstown,3016,Indoor Cinema,-37.858519,144.896288,VIC
Embassy,235 Glenferrie Road,Malvern East,3145,Indoor Cinema,-37.858323,145.028802,VIC
Astor,1 Chapel Street,Saint Kilda East,3182,Indoor Cinema,-37.857906,144.991994,VIC
Cook & Baillie,nan,Branxholme,3302,Touring Circuit,-37.856656,141.79456499999998,VIC
Windsor,1 Albert Street,Windsor,3181,Indoor Cinema,-37.855317,144.983938,VIC
S. Auty,nan,Gilderoy,3797,Touring Circuit,-37.855034,145.7113,VIC
Empress,217 Chapel Street,Prahran,3181,Indoor Cinema,-37.850944,144.99329699999998,VIC
Skyline Drive-in,Corner of McComas Grove and Burwood Highway,Burwood,3125,Drive-In,-37.850698,145.11047299999998,VIC
Skyline,Mountain Highway,Wantirna,3152,Drive-In,-37.849672,145.225983,VIC
Prahan,145 Commercial Road,Prahan,3181,Indoor Cinema,-37.846322,144.991217,VIC
A. J. J. Bateman,nan,Meredith,3333,Touring Circuit,-37.846,144.077,VIC
Moondale,nan,Bairnsdale,3875,Drive-In,-37.84517,147.60131299999998,VIC
Rivoli,481 Burke Road,Camberwell,3124,Indoor Cinema,-37.84513,145.053867,VIC
Regal,398 Camberwell Road,Hartwell,3124,Indoor Cinema,-37.844933000000005,145.076809,VIC
Toorak,Toorak Road,East Hawthorn,3142,Drive-In,-37.8448499,145.0405284,VIC
Public Hall,nan,Meredith,3333,Indoor Cinema,-37.844697,144.077066,VIC
Al Hewat,nan,Briagalong,3860,Touring Circuit,-37.843944,147.072542,VIC
Public Hall,High Street,Bayswater,3153,Indoor Cinema,-37.843590999999996,145.267238,VIC
Village,nan,Toorak,3142,Indoor Cinema,-37.843378,144.997741,VIC
J. H.Lindsay,nan,Briagalong,3860,Touring Circuit,-37.842445,147.072674,VIC
Plaza,435 Melbourne Road,Newport,3015,Indoor Cinema,-37.841516,144.882803,VIC
Park,319 Montague Street,Albert Park,3206,Indoor Cinema,-37.841382,144.956358,VIC
Kinema,170 Bridport Street,Albert Park,3206,Indoor Cinema,-37.840807,144.954561,VIC
Trak,445 Toorak Road,Toorak,3142,Indoor Cinema,-37.840773,145.00778799999998,VIC
Regent,210 Toorak Road,South Yarra,3141,Indoor Cinema,-37.839965,144.99412900000002,VIC
Port,220 Bay street,Port Melbourne,3207,Indoor Cinema,-37.838763,144.94218859999998,VIC
Forest Hills,67 Mahoneys Road,Forrest Hill,3131,Indoor Cinema,-37.835959,145.16646799999998,VIC
Regent,351 Malvern Road,Gardiner,3146,Indoor Cinema,-37.835698,145.034701,VIC
Eclipse,88 Crockford Street,Port Melbourne,3207,Indoor Cinema,-37.8340524,144.9496169,VIC
Empire,286 Conventry Street,South Melbourne,3205,Indoor Cinema,-37.8322782,144.9587419,VIC
Rivoli,200 Camberwell Rd,Hawthorn East,3124,Indoor Cinema,-37.8305733,145.0558374,VIC
Hoyts,465-67 Burke Road,Camberwell,3124,Indoor Cinema,-37.830476000000004,145.057082,VIC
Ozone,10 Commercial Street East,Mount Gambier,5290,Indoor Cinema,-37.828719,140.781004,SA
Prince Regent,112 Macleod Street,Bairnsdale,3875,Indoor Cinema,-37.827787,147.62832,VIC
Capitol,103 Commercial Street,Mount Gambier,5290,Indoor Cinema,-37.82728,140.776792,SA
Burnley,365 Swan Street,Burnley,3121,Indoor Cinema,-37.826318,145.005144,VIC
Broadway,734 Burke Road,Camberwell,3124,Indoor Cinema,-37.825796999999994,145.058234,VIC
Maling,72 Maling Road,Canterbury,3126,Indoor Cinema,-37.825453,145.08091299999998,VIC
Globe,409 Church Street,Richmond,3121,Indoor Cinema,-37.825072999999996,144.9980506,VIC
Guildford,nan,Surrey Hills,3127,Indoor Cinema,-37.82362,145.097469,VIC
Hall,nan,Silvan,3795,Indoor Cinema,-37.823374,145.421233,VIC
Surrey,142 Union Road,Surrey Hills,3127,Indoor Cinema,-37.8229773,145.097828,VIC
Saint Ignatius,Church Street,Richmond,3121,Indoor Cinema,-37.8219,144.998607,VIC
Public Hall,2 Diggers Way,Blackburn,3130,Indoor Cinema,-37.820979,145.149173,VIC
Glen,675 Glenferrie Road,Glenferrie,3122,Indoor Cinema,-37.820552,145.03589499999998,VIC
Preview,nan,Blackburn,3130,Indoor Cinema,-37.819452000000005,145.153432,VIC
Village,Geelong Road,Brooklyn,3012,Drive-In,-37.818544,144.842757,VIC
Cinema,313 Bridge Road,Richmond,3121,Indoor Cinema,-37.818433,145.000079,VIC
Rialto,936 Whitehorse Road,Box Hill,3128,Indoor Cinema,-37.818341,145.122881,VIC
National,177 Bridge Road,Richmond,3121,Indoor Cinema,-37.818012,144.995583,VIC
Regent,nan,Box Hill,3128,Indoor Cinema,-37.817454999999995,145.119314,VIC
Memorial,Corner of Whitehorse Road and McDowell Street,Mitcham,3132,Indoor Cinema,-37.817414,145.18866,VIC
Star,34 Elizabeth Street,Melbourne,3000,Indoor Cinema,-37.817254999999996,144.964642,VIC
Lyric,114 Stephen Street,Yarraville,3013,Indoor Cinema,-37.817093,144.894035,VIC
Majestic,178 Flinders Street,Melbourne,3000,Indoor Cinema,-37.816871,144.968718,VIC
State,154 Flinders Street,Melbourne,3000,Indoor Cinema,-37.8166,144.969576,VIC
Rapallo,11 Russell Street,Melbourne,3000,Indoor Cinema,-37.81629,144.96958999999998,VIC
Sun,8 Ballarat Street,Yarraville,3013,Indoor Cinema,-37.816036,144.89089199999998,VIC
Les Jones,nan,Wandin,3139,Indoor Cinema,-37.816,145.46,VIC
Tatler,270 Collins Street,Melbourne,3000,Indoor Cinema,-37.815883,144.964901,VIC
Australia,272 Collins Street,Melbourne,3000,Indoor Cinema,-37.81572,144.96508,VIC
Albany,232 Collins Street,Melbourne,3000,Indoor Cinema,-37.815719,144.966094,VIC
Plaza,191 Collins Street (basement),Melbourne,3000,Indoor Cinema,-37.815405,144.96759699999998,VIC
Town Hall,Corner Whitehorse Road and Melbourne Street,Ringwood,3134,Indoor Cinema,-37.815381,145.228527,VIC
St. Georges,34 Birmingham Street,Yarraville,3013,Indoor Cinema,-37.815305,144.88978799999998,VIC
Princess,1 Spring Street,Melbourne,3000,Indoor Cinema,-37.815298,144.974065,VIC
Metro,167 Collins Street,Melbourne,3000,Indoor Cinema,-37.815084999999996,144.96821,VIC
Starline,Starline Place/Wireless Road East,Mount Gambier,5290,Drive-In,-37.814929,140.793586,SA
Athenaeum,188 Collins Street,Melbourne,3000,Indoor Cinema,-37.814832,144.967261,VIC
Century,125 Swanston Street,Melbourne,3000,Indoor Cinema,-37.814824,144.965944,VIC
Capitol,129 Swanston Street,Melbourne,3000,Indoor Cinema,-37.814725,144.965902,VIC
Grosvenor,203 Little Collins Street,Melbourne,3000,Indoor Cinema,-37.814238,144.967472,VIC
Vogue,26 Church Street,Hawthorn,3122,Indoor Cinema,-37.814178999999996,145.02218,VIC
Odeon,283 Bourke Street,Melbourne,3000,Indoor Cinema,-37.813951,144.965047,VIC
Times,283 Bourke Street (basement),Melbourne,3000,Indoor Cinema,-37.813724,144.964994,VIC
Liberty,283 Bourke Street,Melbourne,3000,Indoor Cinema,-37.813721,144.964991,VIC
Roma,255 Bourke Street,Melbourne,3000,Indoor Cinema,-37.813501,144.966406,VIC
Lyceum,243 Bourke Street,Melbourne,3000,Indoor Cinema,-37.813501,144.966484,VIC
Kings,131 Russell Street,Melbourne,3000,Indoor Cinema,-37.813425,144.967853,VIC
Time,449 Whitehorse Road,Balwyn,3103,Indoor Cinema,-37.813221,145.08581999999998,VIC
Esquire,238 Bourke Street,Melbourne,3000,Indoor Cinema,-37.81306,144.96655,VIC
Cinema Four,Bourke Street,Melbourne,3000,Indoor Cinema,-37.81236,144.96896,VIC
Cinema Five,Bourke Street,Melbourne,3000,Indoor Cinema,-37.81235,144.968959,VIC
Cinema Three,Bourke Street,Melbourne,3000,Indoor Cinema,-37.81234,144.96895800000001,VIC
Cinema One,Bourke Street,Melbourne,3000,Indoor Cinema,-37.812332,144.968956,VIC
Cinema Two,Bourke Street,Melbourne,3000,Indoor Cinema,-37.812329999999996,144.96895700000002,VIC
Bercy,128 Bourke Street,Melbourne,3000,Indoor Cinema,-37.812218,144.96933700000002,VIC
My Fair Lady,100 Bourke Street,Melbourne,3000,Indoor Cinema,-37.812098,144.970226,VIC
Balwyn,233 Whitehorse Road,Balwyn,3103,Indoor Cinema,-37.812003000000004,145.07581499999998,VIC
Savoy,170 Russell Street,Melbourne,3000,Indoor Cinema,-37.811908,144.9683,VIC
Montrose,Mt Dandenong Road,Montrose,3765,Indoor Cinema,-37.811584,145.335856,VIC
Saint James,20 Bourke Street,Melbourne,3000,Indoor Cinema,-37.811383,144.972241,VIC
Victoria,214 Victoria Street,Richmond,3121,Indoor Cinema,-37.810476,144.998475,VIC
Public Hall,nan,Montrose,3765,Indoor Cinema,-37.810421999999996,145.344536,VIC
International,nan,Balwyn,3103,Indoor Cinema,-37.809701000000004,145.082303,VIC
Cathedral Hall,20 Brunswick Street,Fitzroy,3068,Indoor Cinema,-37.8070338,144.9770033,VIC
Rialto,218-220 High Street,Kew,3101,Indoor Cinema,-37.806290000000004,145.032694,VIC
Loco,574 Victoria Street,North Melbourne,3051,Indoor Cinema,-37.804707,144.947402,VIC
Central,44 Errol Street,North Melbourne,3051,Indoor Cinema,-37.804017,144.949693,VIC
Wellington Hall,48 Otter Street,Collingwood,3066,Indoor Cinema,-37.801018299999996,144.98699,VIC
Grand,6-8 Paisley Street,Footscray,3011,Indoor Cinema,-37.800728,144.900607,VIC
La Scala,29A Leeds Street,Footscray,3011,Indoor Cinema,-37.800613,144.901246,VIC
J. H.Lindsay,nan,Lindenow,3865,Touring Circuit,-37.800478999999996,147.459621,VIC
Al Hewat,nan,Lindenow,3865,Touring Circuit,-37.80042,147.45891699999999,VIC
A. & D. Sandilands,nan,Lindenow,3865,Touring Circuit,-37.800337,147.458381,VIC
N. V. Teychenne,nan,Lindenow,3865,Touring Circuit,-37.800247,147.457154,VIC
Trocadero,119 Hopkins Street,Footscray,3011,Indoor Cinema,-37.800046,144.90079599999999,VIC
Austral,202 Johnston Street,Collingwood,3066,Indoor Cinema,-37.79954,144.991623,VIC
Barkly,281 Barkly Street,Footscray,3011,Indoor Cinema,-37.799382,144.894898,VIC
Carlton,235 Faraday Street,Carlton,3053,Indoor Cinema,-37.798776000000004,144.966297,VIC
Regent,84 Johnston Street,Fitzroy,3068,Indoor Cinema,-37.798418,144.977673,VIC
Theatrette,nan,Kew East,3102,Indoor Cinema,-37.797939,145.05396100000002,VIC
Croydon,3 Hewish Road,Croydon,3136,Indoor Cinema,-37.795981,145.282197,VIC
Adelphi,365 Nicholson Street,Carlton North,3053,Indoor Cinema,-37.791419,144.97574,VIC
Village Drive-In,Whitehorse Road,Croydon,3136,Drive-In,-37.789992,145.266244,VIC
Clifton,nan,Clifton Hill,3068,Indoor Cinema,-37.788513,144.99176,VIC
Newmarket,310 Racecourse Road,Newmarket (Flemington),3031,Indoor Cinema,-37.788408000000004,144.930775,VIC
Cinema Italia,nan,Clifton Hill,3068,Indoor Cinema,-37.788084000000005,144.991504,VIC
Roxy,51 Ballarat Road,Maidstone,3019,Indoor Cinema,-37.787488,144.879894,VIC
Orient,123 St George's Road,Fitzroy North,3068,Indoor Cinema,-37.787098,144.9806055,VIC
Athenaeum,790 Doncaster Road,Doncaster,3108,Indoor Cinema,-37.78644439999999,145.1385957,VIC
Sunshine,Hampshire Road,Sunshine,3020,Indoor Cinema,-37.786439,144.831984,VIC
Public Hall,nan,Mount Evelyn,3796,Indoor Cinema,-37.786001,145.382396,VIC
Mayfair,nan,Mount Evelyn,3796,Indoor Cinema,-37.785558,145.381695,VIC
Mt. Evelyn,nan,Mount Evelyn,3796,Indoor Cinema,-37.784824,145.380096,VIC
Liberty,499 Lygon Street,Brunswick East,3057,Indoor Cinema,-37.784465000000004,144.969371,VIC
R. R. Johnstone,Main Street,Yarra Junction,3797,Touring Circuit,-37.781434999999995,145.613406,VIC
Palace,790 Nicholson Street,Fitzroy North,3068,Indoor Cinema,-37.780888,144.978202,VIC
Westgarth,89 High Street,Northcote,3070,Indoor Cinema,-37.780194,144.99673,VIC
R. R. Johnstone,nan,Seville,3139,Touring Circuit,-37.77844,145.457658,VIC
Fairfield,99 Station Street,Fairfield,3078,Indoor Cinema,-37.778246,145.01848,VIC
Merri,388 St Georges Road,Fitzroy North,3068,Indoor Cinema,-37.7782409,144.9882151,VIC
Sunset Drive-In,Rosamond Road,Maribyrnong,3032,Drive-In,-37.777792,144.8851,VIC
Savoy,nan,Seville,3139,Indoor Cinema,-37.777599,145.459559,VIC
Hoyts,Highpoint Shopping Centre,Maribyrnong,3032,Indoor Cinema,-37.774167999999996,144.890208,VIC
Colosseo,nan,Ascot Vale,3032,Indoor Cinema,-37.772988,144.91573,VIC
Ascot,201 Union Road,Ascot Vale,3032,Indoor Cinema,-37.772952000000004,144.915581,VIC
